192.000,0.324109014675052
223.830,0.301257861635220
255.030,0.405660377358491
195.500,0.154483962469998
246.500,0.277111062622736
255.490,0.333624263582806
199.870,0.462900505902192
227.560,0.512015177065767
253.200,0.549536256323777
189.340,0.387667195647246
218.950,0.513942416685559
255.460,0.701881659487645
211.540,0.451836917562724
245.270,0.487007168458781
256.370,0.451612903225806
191.800,0.459481694775812
233.200,0.601398601398601
258.260,0.659399424105307
192.360,0.329946616152919
225.780,0.469777854313759
252.010,0.482348889271569
